RSV;Taxonomic classification;ISSCapoA1;ISSCapoA2;ISSCapoA3;ISSCapoA4;ISSCapoA5;ISSCapoA6;ISSCapoA7;ISSCapoA8;ISSCapoA9;ISSCapoC1;ISSCapoC2;ISSCapoC3;ISSCapoC4;ISSCapoC5;ISSCapoC6;ISSCapoC7;ISSCapoB1;ISSCapoB2;ISSCapoB3;ISSCapoB4;ISSCapoB5;ISSCapoB6;ISSCapoB7;ISSCapoB8
RSV_0579;"k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
RSV_0580;"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
RSV_0581;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
RSV_0582;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;50;165;0;0;0;0;0;0;0
RSV_0583;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromodales;f__Aeromodaceae;g__Aeromos;s__";0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;39;0;0;0;0;0;0;0;0
RSV_0584;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Aerococcus;s__";19;0;0;0;0;0;0;0;0;0;0;0;379;0;0;0;0;0;0;0;0;0;0;0
RSV_0585;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bergeyella;s__";0;0;0;0;0;0;0;0;0;0;0;104;0;0;35;34;0;0;0;93;0;74;0;0
RSV_0586;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Peptoniphilus;s__";0;0;0;0;0;0;0;0;0;0;0;0;101;51;0;0;0;367;0;0;0;0;0;0
RSV_0587;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__";131;0;0;71;0;0;0;0;33;0;631;814;255;65;481;426;308;0;0;487;0;823;0;0
RSV_0588;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomodales;f__Xanthomodaceae;g__Xanthomos;s__";0;0;0;0;0;0;0;0;0;0;28;0;0;0;16;0;0;0;0;0;0;0;0;0
RSV_0589;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomodales;f__Erythrobacteraceae;g__Altererythrobacter;s__";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0590;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0591;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamodaceae;g__Aquabacterium;s__";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0592;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea;s__";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0593;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__";0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;72;402;0;0;0
RSV_0594;"k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__";0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0595;"k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0
RSV_0596;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alloiococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
RSV_0597;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
RSV_0598;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomodales;f__Xanthomodaceae;g__Metallibacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
RSV_0599;"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0
RSV_0600;"k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0601;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0602;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Veillonellaceae;g__Dialister;s__";0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0603;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillales_Incertae_Sedis;g__Reyranella;s__";0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0604;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;0;0;220
RSV_0605;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catenuloplanes;s__";0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
RSV_0606;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_2;s__";0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
RSV_0607;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
RSV_0608;"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup_3;f__Unknown_Family;g__Bryobacter;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0
RSV_0609;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-014;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0
RSV_0610;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;560;40;0;0;0;0;0;0;0;0;0
RSV_0611;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Igvigranum;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593;0;0;0;0;0;0
RSV_0612;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Domibacillus;s__";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0613;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Chungangia;s__";0;82;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0614;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Pseudoclavibacter;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0615;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Veillonellaceae;g__Selenomos_3;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0
RSV_0616;"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0617;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0618;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus;s__";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0619;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0620;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0621;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
RSV_0622;"k__Bacteria;p__Deferribacteres;c__Deferribacteres_Incertae_Sedis;o__Unknown_Order;f__Unknown_Family;g__Caldithrix;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0
RSV_0623;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__;s__";144;49;92;0;0;323;0;84;5;0;1458;1008;234;247;1736;222;0;0;0;0;0;0;0;0
RSV_0624;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomodales;f__Xanthomodaceae;g__Luteibacter;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;0;0;0;0;11;286
RSV_0625;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0
RSV_0626;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0
RSV_0627;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__";0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0628;"k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0629;"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Cesiribacter;s__";0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0630;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__";0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0631;"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes_RF9;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0632;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group;s__";0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
RSV_0633;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__";0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
RSV_0634;"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
RSV_0635;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fastidiosipila;s__";0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
RSV_0636;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Nesterenkonia;s__";0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
RSV_0637;"k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
RSV_0638;"k__Bacteria;p__;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
RSV_0639;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__KCM-B-15;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
RSV_0640;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_1;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
RSV_0641;"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
RSV_0642;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__Family_XIII_UCG-001;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
RSV_0643;"k__Bacteria;p__Saccharibacteria;c__Unknown_Class;o__Unknown_Order;f__Unknown_Family;g__Candidatus_Saccharimos;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
RSV_0644;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
RSV_0645;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;s__";0;0;0;0;0;0;0;0;0;0;13;0;0;124;0;0;0;0;0;0;0;0;0;0
RSV_0646;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
RSV_0647;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;0;0;0
RSV_0648;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__";107;0;0;0;0;0;0;0;0;0;195;838;269;179;231;772;0;0;0;105;191;185;0;0
RSV_0649;"k__Bacteria;p__;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
RSV_0650;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__";0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0651;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sh765B-TzT-29;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
RSV_0652;"k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;s__";0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0653;"k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0654;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto_10;s__";0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0655;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0656;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0657;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0658;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0659;"k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0660;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0661;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;0;0;0
RSV_0662;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
RSV_0663;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamodaceae;g__Xenophilus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
RSV_0664;"k__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
RSV_0665;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_2;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
RSV_0666;"k__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
RSV_0667;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
RSV_0668;"k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
RSV_0669;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;0;0;0
RSV_0670;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_6;s__";0;0;0;0;0;0;0;0;0;0;26;16;0;157;0;0;0;0;0;0;0;66;0;0
RSV_0671;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Veillonellaceae;g__Veillonella;s__";0;0;0;0;0;0;0;0;0;0;0;0;22;0;56;63;0;0;0;0;0;81;0;0
RSV_0672;"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0673;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoaerobacterales;f__Family_III;g__Thermoaerobacterium;s__";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0674;"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__";0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0675;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Aerococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;0;0
RSV_0676;"k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
RSV_0677;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__bacteriap25;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
RSV_0678;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XVII;g__Sulfobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
RSV_0679;"k__Archaea;p__Thaumarchaeota;c__Soil_Crerchaeotic_Group(SCG);o__Unknown_Order;f__Unknown_Family;g__Candidatus_Nitrososphaera;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
RSV_0680;"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup_4;f__Unknown_Family;g__Blastocatella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
RSV_0681;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
RSV_0682;"k__Bacteria;p__Cyanobacteria;c__Melaibacteria;o__Gastraerophilales;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0683;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0684;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-005;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0685;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0686;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0687;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0688;"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0689;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0690;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
RSV_0691;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
RSV_0692;"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
RSV_0693;"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
RSV_0694;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
RSV_0695;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
RSV_0696;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__";0;0;0;0;0;0;0;0;0;0;57;0;0;115;0;0;0;0;0;0;0;0;0;0
RSV_0697;"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
RSV_0698;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__[Eubacterium]_coprostanoligenes_group;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
