"";"domain";"phylum";"className";"order";"family";"genus";"COLA1";"COLB1";"N2A";"N2B";"N3C1";"N1C"
"1";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Caudovirales";"Podoviridae";"AHJD-like viruses";0,00624984464357683;0,00983909182483418;0,00296249160262115;0,00768306629349859;0,00675203342653737;0,00661734295997638
"2";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Abiotrophia";0,00776957637297487;0,0258595823167964;0,00662433260623319;0,0152116951740282;0,0120547908656864;0,0125660896670171
"3";"Eukaryota";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"Acanthamoeba";0;0,000862945438766905;0;0;0;0
"4";"Bacteria";"Cyanobacteria";"unclassified (derived from Cyanobacteria)";"unclassified (derived from Cyanobacteria)";"unclassified (derived from Cyanobacteria)";"Acaryochloris";0,00532988542048742;0,00404757288586004;0,00662433260623319;0,00509636962699228;0,00413475915530811;0,00199520397339468
"5";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Acetivibrio";0,00421364439911613;0,00510525406420691;0,00209479790142162;0,00971839556060931;0,00492134776281586;0,00257579725374815
"6";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Acetobacter";0,00498565128855637;0,00322884617534507;0,00863707301188355;0,00460983977609916;0,0052027911753827;0,003642727410174
"7";"Bacteria";"Firmicutes";"Clostridia";"Halanaerobiales";"Halobacteroidaceae";"Acetohalobium";0,00565319718566095;0,00404757288586004;0,00296249160262115;0,0066979419099768;0,0044660503226533;0,003642727410174
"8";"Eukaryota";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Acheilognathus";0;0;0;0;0,0011936021556757;0
"9";"Bacteria";"Tenericutes";"Mollicutes";"Acholeplasmatales";"Acholeplasmataceae";"Acholeplasma";0,00595899305624746;0,00395451279376622;0,00209479790142162;0,0063356187713435;0,00358080646702711;0,00325815444506033
"10";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Achromobacter";0,0137186322457944;0,0160980384190259;0,0424681205122851;0,0330282500557786;0,0137652915734641;0,0107445022205799
"11";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Acidaminococcaceae";"Acidaminococcus";0,00903726042349852;0,0132848761672211;0,00628439370426486;0,0210689795120839;0,0130752565070075;0,0110489392911928
"12";"Archaea";"Crenarchaeota";"Thermoprotei";"Acidilobales";"Acidilobaceae";"Acidilobus";0,00188439906188698;0,000862945438766905;0;0;0;0
"13";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Acidimicrobiales";"Acidimicrobiaceae";"Acidimicrobium";0,00266494271024371;0,00404757288586004;0,00725659279370181;0,00651929793172638;0,00642774432246468;0,00399040794678935
"14";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Acidiphilium";0,00821390508006821;0,00862945438766905;0,0170182186011001;0,00921967955219831;0,00826951831061623;0,00877284932687388
"15";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Acidithiobacillales";"Acidithiobacillaceae";"Acidithiobacillus";0,00799482813073113;0,00578881398586855;0,0143612108697916;0,0114989607000572;0,00653762825350376;0,00446141171348818
"16";"Bacteria";"Acidobacteria";"Acidobacteria (class)";"Acidobacteriales";"Acidobacteriaceae";"Acidobacterium";0,00498565128855637;0,00503179334132599;0,00982547309047302;0,00959614672489218;0,00664569554576828;0,00587372145752297
"17";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Acidothermaceae";"Acidothermus";0,0167489052218586;0,0206206044551268;0,0156760320833055;0,0214576363989209;0,0217156879029229;0,021581430693252
"18";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Acidovorax";0,0278865595144414;0,0250700130985922;0,0718976632159134;0,0627194259472168;0,0247798246906737;0,0205741553706628
"19";"Archaea";"Euryarchaeota";"unclassified (derived from Euryarchaeota)";"unclassified (derived from Euryarchaeota)";"unclassified (derived from Euryarchaeota)";"Aciduliprofundum";0;0,00172589087753381;0;0,00266149223565189;0,00168800835663434;0,00199520397339468
"20";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Acinetobacter";0,0749033812495542;0,0494069235399863;0,0850910930055003;0,0677853736218641;0,0366534991234093;0,0530389116855219
"21";"Eukaryota";"Streptophyta";"Liliopsida";"Acorales";"Acoraceae";"Acorus";0,00188439906188698;0,00122038914309216;0,00296249160262115;0,00307322651739944;0;0
"22";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Actinobacillus";0,0229247040115505;0,0306558254794129;0,0221692571764064;0,0395062043583357;0,0359866596169278;0,0245445232080686
"23";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Actinomycetaceae";"Actinomyces";0,056374719891759;0,080684244846085;0,0549060876063747;0,0678897927445398;0,10038328958535;0,117677574630733
"24";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Actinosynnemataceae";"Actinosynnema";0,0162102136632618;0,0211377600084106;0,0183817769837585;0,0192537089457966;0,0213518044654493;0,0227779718743125
"25";"Eukaryota";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Acyrthosiphon";0,00421364439911613;0,013200526894315;0,0116633411028664;0,00343597170158004;0,00206737957765406;0,00345579465338288
"26";"Eukaryota";"Arthropoda";"Insecta";"Diptera";"Culicidae";"Aedes";0,00565319718566095;0,0247561585333331;0,0143612108697916;0,00687194340316008;0,0043035937747931;0,0051515945074963
"27";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Aerococcus";0,0154244710845305;0,00845510400336425;0,00913101235943792;0,00752783683161919;0,00932233084952765;0,0142950946120139
"28";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Nocardioidaceae";"Aeromicrobium";0,0088386150576712;0,00727130751312933;0,0125687874085297;0,0106459689426076;0,00909020319629622;0,00984210748718388
"29";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Aeromonadales";"Aeromonadaceae";"Aeromonas";0,0145964923685943;0,00995197228836499;0,0199830983721203;0,0144963804898412;0,0096231282279823;0,0114035405577112
"30";"Archaea";"Crenarchaeota";"Thermoprotei";"Desulfurococcales";"Desulfurococcaceae";"Aeropyrum";0,00188439906188698;0,00172589087753381;0,00362829639685091;0;0,00315797446826852;0,00115193155112763
"31";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Brassicales";"Brassicaceae";"Aethionema";0,0240583966918789;0,000862945438766905;0;0,00217309931057546;0;0,00162907722253017
"32";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Bradyrhizobiaceae";"Afipia";0,00376879812377397;0,00503179334132599;0,00959956994889922;0,00768306629349859;0,00653762825350376;0,00257579725374815
"33";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Aggregatibacter";0,0262466418031234;0,0391952060191727;0,0243393521576285;0,0487617531366485;0,0389524158804801;0,0345387423386621
"34";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Agrobacterium";0,0210682219955807;0,0156761823794966;0,0264143964799552;0,0236558604306499;0,0179834297638033;0,0125131795807872
"35";"Eukaryota";"Streptophyta";"Liliopsida";"Poales";"Poaceae";"Agrostis";0;0,000862945438766905;0;0,00153661325869972;0;0,00162907722253017
"36";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Ahrensia";0,00326387491692339;0,000862945438766905;0,00418959580284324;0,00343597170158004;0,00292371623729153;0,00115193155112763
"37";"Eukaryota";"Chordata";"Mammalia";"Carnivora";"Ursidae";"Ailuropoda";0,0103212787353707;0,0104981843612462;0,00468411050670265;0,0072073550453588;0,00584743247458306;0,00700692607666744
"38";"Eukaryota";"Chordata";"Mammalia";"Carnivora";"Ailuridae";"Ailurus";0;0;0;0,00153661325869972;0;0
"39";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Ajellomycetaceae";"Ajellomyces";0,00461581617340241;0,00480467686103309;0,00554231429410161;0,00509636962699228;0,00462280127092927;0,00382052473926244
"40";"Bacteria";"Verrucomicrobia";"Verrucomicrobiae";"Verrucomicrobiales";"Verrucomicrobiaceae";"Akkermansia";0,00753759624754794;0,00845510400336425;0,00513118597273599;0,0152116951740282;0,0136091584524679;0,00737596083488892
"41";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Albidiferax";0,0126409331973484;0,0129153847013803;0,0253115393482669;0,0291956519152947;0,0110690110271378;0,0126712470624039
"42";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Alcanivoracaceae";"Alcanivorax";0,0384343503518307;0,0347650291177558;0,218060311595589;0,0958629947065676;0,00844004178317172;0,00921545240902102
"43";"Eukaryota";"Chordata";"Actinopterygii";"Notacanthiformes";"Halosauridae";"Aldrovandia";0;0;0;0;0;0,00115193155112763
"44";"Bacteria";"Bacteroidetes";"Cytophagia";"Cytophagales";"Cyclobacteriaceae";"Algoriphagus";0,00461581617340241;0,00376149196137431;0,00513118597273599;0,00651929793172638;0,00238720431135141;0,00230386310225525
"45";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Alicycliphilus";0,00705077566953932;0,00823197482723697;0,0200925956212143;0,0209001999215361;0,00653762825350376;0,00620334124936036
"46";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Alicyclobacillaceae";"Alicyclobacillus";0,0124996892871537;0,00832194443725986;0,0122146657926124;0,0100762469795508;0,00809540368836228;0,00746536968517291
"47";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Vibrionales";"Vibrionaceae";"Aliivibrio";0,00624984464357683;0,00679483917969319;0,0120336977765529;0,00841637743951357;0,00596801077837852;0,00587372145752297
"48";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";0,00821390508006821;0,0150706941856712;0,00468411050670265;0,0263921994253884;0,0171729445334507;0,0100423064424828
"49";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Chromatiales";"Ectothiorhodospiraceae";"Alkalilimnicola";0,00679429744106976;0,00538909253782635;0,0203098191841592;0,010756292810898;0,00608620068325683;0,0051515945074963
"50";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Alkaliphilus";0,0170639592593315;0,0182854860148585;0,0110846285882032;0,0266149223565189;0,0161908073767246;0,0146616950027715
"51";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Chromatiales";"Chromatiaceae";"Allochromatium";0,00652774983384677;0,00456627805198949;0,0174006982359395;0,00813099308760803;0,00395873049933569;0,00325815444506033
"52";"Eukaryota";"Blastocladiomycota";"Blastocladiomycetes";"Blastocladiales";"Blastocladiaceae";"Allomyces";0,00188439906188698;0,00322884617534507;0,00362829639685091;0,00266149223565189;0,00206737957765406;0,00199520397339468
"53";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Baculoviridae";"Alphabaculovirus";0;0,000862945438766905;0;0;0;0
"54";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Papillomaviridae";"Alphapapillomavirus";0,0187495339307305;0,00311139402740185;0,00296249160262115;0,00266149223565189;0,00726039846862736;0
"55";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Retroviridae";"Alpharetrovirus";0;0;0;0;0;0,00162907722253017
"56";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Alteromonadaceae";"Alteromonas";0,00624984464357683;0,00524909218062309;0,0129132015169135;0,00614645303479888;0,00477440862270282;0,00415334827341543
"57";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Amborellales";"Amborellaceae";"Amborella";0,00979162475077016;0,000862945438766905;0,00513118597273599;0,00434619862115092;0,0011936021556757;0
"58";"Bacteria";"Synergistetes";"Synergistia";"Synergistales";"Synergistaceae";"Aminobacterium";0,00376879812377397;0,00431472719383452;0,00296249160262115;0,00460983977609916;0,00395873049933569;0,00282164451887544
"59";"Bacteria";"Synergistetes";"Synergistia";"Synergistales";"Synergistaceae";"Aminomonas";0,00326387491692339;0,00244077828618432;0,00362829639685091;0,00217309931057546;0,00206737957765406;0,00199520397339468
"60";"Bacteria";"Firmicutes";"Clostridia";"Thermoanaerobacterales";"Thermoanaerobacteraceae";"Ammonifex";0,00421364439911613;0,00345178175506762;0,00468411050670265;0,00509636962699228;0,00358080646702711;0,00304772441165259
"61";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Pseudonocardiaceae";"Amycolatopsis";0,0131907934332089;0,0169541878157405;0,016758383211373;0,0167624716706875;0,0147640432884476;0,0204771831637245
"62";"Bacteria";"Cyanobacteria";"unclassified (derived from Cyanobacteria)";"Nostocales";"Nostocaceae";"Anabaena";0,00652774983384677;0,00662840968762702;0,0108848891905527;0,0106459689426076;0,0044660503226533;0,00527881352845024
"63";"Bacteria";"Synergistetes";"Synergistia";"Synergistales";"Synergistaceae";"Anaerobaculum";0,00461581617340241;0,00272887308295678;0;0,00217309931057546;0,00238720431135141;0,00115193155112763
"64";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiales Family XI. Incertae Sedis";"Anaerococcus";0,045146992582329;0,0524696373875118;0,0340364372022001;0,0573508863696874;0,0387507310351625;0,0471448305751493
"65";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Eubacteriaceae";"Anaerofustis";0,00266494271024371;0,00431472719383452;0;0,00704164657186422;0,00292371623729153;0,00399040794678935
"66";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcaceae";"Anaeromyxobacter";0,0127806162576092;0,0116737095193779;0,0164944551702573;0,014898018285675;0,0124042774659243;0,0131340404599205
"67";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Anaerostipes";0,00376879812377397;0,00706351283918537;0,00362829639685091;0,0128562288979632;0,00782697275831778;0,00540303790164687
"68";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Anaerotruncus";0,00565319718566095;0,0106391058930658;0,00554231429410161;0,0203274827190201;0,0106089680165726;0,00609544882330517
"69";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Anaplasmataceae";"Anaplasma";0,00326387491692339;0,0014946653441041;0,00418959580284324;0,00153661325869972;0,0011936021556757;0
"70";"Eukaryota";"Streptophyta";"Marattiopsida";"Marattiales";"Marattiaceae";"Angiopteris";0;0,000862945438766905;0;0;0;0
"71";"Eukaryota";"Streptophyta";"Liliopsida";"Poales";"Poaceae";"Anomochloa";0;0,00122038914309216;0,00209479790142162;0,00153661325869972;0;0,00115193155112763
"72";"Eukaryota";"Arthropoda";"Insecta";"Diptera";"Culicidae";"Anopheles";0,00624984464357683;0,0255262703210346;0,0160904479931488;0,0066979419099768;0,00506402506990303;0,00598561192018403
"73";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Anoxybacillus";0,0305016634628904;0,00972490120498162;0,00725659279370181;0,0416872727077877;0,00818292410960674;0,00806352085789339
"74";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Anthracophyllum";0;0,00211377600084106;0;0;0,0011936021556757;0,00199520397339468
"75";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Gnomoniaceae";"Apiognomonia";0;0;0;0,00406549654380401;0;0
"76";"Eukaryota";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apis";0,00461581617340241;0,0176429611760792;0,00592498320524231;0,00783522099095526;0,00238720431135141;0,003642727410174
"77";"Bacteria";"Aquificae";"Aquificae (class)";"Aquificales";"Aquificaceae";"Aquifex";0,00376879812377397;0,00448399603231229;0,00725659279370181;0,0085555005412404;0,00337601671326869;0,00382052473926244
"78";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Brassicales";"Brassicaceae";"Arabidopsis";0,178501435581636;0,0157709033766742;0,0351776387195008;0,0238546526686438;0,0111969807238811;0,0157102517967693
"79";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Brassicales";"Brassicaceae";"Arabis";0,0314192111803347;0,000862945438766905;0;0;0;0,00115193155112763
"80";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Actinomycetaceae";"Arcanobacterium";0,020031436797239;0,02542396020864;0,0205247438909439;0,0205009778940541;0,0283464806246384;0,0284506105747278
"81";"Archaea";"Euryarchaeota";"Archaeoglobi";"Archaeoglobales";"Archaeoglobaceae";"Archaeoglobus";0,00498565128855637;0,00404757288586004;0,00362829639685091;0,00532298447130378;0,00266897555818116;0,003642727410174
"82";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Campylobacteraceae";"Arcobacter";0,00421364439911613;0,00510525406420691;0,00592498320524231;0,00736933830521239;0,0043035937747931;0,003642727410174
"83";"Eukaryota";"Chordata";"Aves";"Ciconiiformes";"Ardeidae";"Ardea";0;0,000862945438766905;0;0;0;0
"84";"Eukaryota";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Arenaria";0;0,000862945438766905;0;0;0;0
"85";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Rhodocyclales";"Rhodocyclaceae";"Aromatoleum";0,017777385195107;0,0101373135780555;0,0210524583606723;0,016549831285852;0,00791746099867137;0,0086202663946693
"86";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Micrococcaceae";"Arthrobacter";0,0439917390463266;0,0386692003953989;0,0582790696888474;0,0529630267686089;0,0523962796992966;0,0453076806265082
"87";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Arthrodermataceae";"Arthroderma";0,00652774983384677;0,00431472719383452;0,00418959580284324;0,00651929793172638;0,00337601671326869;0,00415334827341543
"88";"Bacteria";"Cyanobacteria";"unclassified (derived from Cyanobacteria)";"Oscillatoriales";"unclassified (derived from Oscillatoriales)";"Arthrospira";0,00421364439911613;0,00322884617534507;0,00513118597273599;0,00434619862115092;0,00292371623729153;0,00446141171348818
"89";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Ascobolus";0,00266494271024371;0;0;0;0;0
"90";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Aspergillus";0,0218947385528915;0,0136170493405092;0,0163608946306682;0,0160427134064809;0,0111331797445712;0,0200515517713827
"91";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Asticcacaulis";0,00595899305624746;0,00456627805198949;0,00888747480786346;0,00768306629349859;0,00506402506990303;0,0047495354587808
"92";"Eukaryota";"Chordata";"unclassified (derived from Chordata)";"unclassified (derived from Chordata)";"Epigonichthyidae";"Asymmetron";0;0,000862945438766905;0;0;0;0
"93";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Coriobacteriales";"Coriobacteriaceae";"Atopobium";0,00923163234680482;0,0151937223019729;0,0108848891905527;0,0206730170882948;0,0182975745638026;0,0227196415048742
"94";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Solanales";"Solanaceae";"Atropa";0,00595899305624746;0,00258883631630071;0,00554231429410161;0,00406549654380401;0,00168800835663434;0,00282164451887544
"95";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Aurantimonadaceae";"Aurantimonas";0,00729824618429717;0,00622278805480369;0,0118499664104846;0,0103079151047401;0,00653762825350376;0,00502115322124138
"96";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Poxviridae";"Avipoxvirus";0,00188439906188698;0,0014946653441041;0,00209479790142162;0;0,0011936021556757;0
"97";"Eukaryota";"Chordata";"Aves";"Anseriformes";"Anatidae";"Aythya";0;0;0;0;0;0,00162907722253017
"98";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Rhodocyclales";"Rhodocyclaceae";"Azoarcus";0,0158782287278928;0,0111850512510442;0,0243393521576285;0,0183108602628951;0,00818292410960674;0,00990928988816879
"99";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Azorhizobium";0,00753759624754794;0,00695728855005737;0,0137365084594091;0,00909072663423623;0,00791746099867137;0,00564328903775088
"100";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Azospirillum";0,00705077566953932;0,00657199666438893;0,0162262347717524;0,0101927392539846;0,00653762825350376;0,00575965775563813
"101";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Azotobacter";0,0109878402805546;0,0153157621926207;0,0341008392223287;0,0196181647972056;0,0101280501398061;0,00620334124936036
"102";"Eukaryota";"Apicomplexa";"Aconoidasida";"unclassified (derived from Aconoidasida)";"Babesiidae";"Babesia";0;0,000862945438766905;0;0;0,0011936021556757;0,00115193155112763
"103";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus";0,0915243914257574;0,0843349826826714;0,0622828192285447;0,0702822111337586;0,0444206062189234;0,0348447393893572
"104";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";0,0422206327743812;0,0811122809788988;0,031561312745998;0,130095889401728;0,080335720948608;0,0501586501206356
"105";"Eukaryota";"Arthropoda";"Insecta";"Diptera";"Tephritidae";"Bactrocera";0;0;0,00209479790142162;0;0;0
"106";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Caulimoviridae";"Badnavirus";0,00188439906188698;0,000862945438766905;0,00209479790142162;0;0;0,00162907722253017
"107";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Brassicales";"Brassicaceae";"Barbarea";0,0408093145943744;0,00122038914309216;0;0,00153661325869972;0,00168800835663434;0,00115193155112763
"108";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Helvellaceae";"Barssia";0;0;0;0;0,00168800835663434;0
"109";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Bartonellaceae";"Bartonella";0,00565319718566095;0,00545774616591357;0,00959956994889922;0,00736933830521239;0,00675203342653737;0,00630938895254517
"110";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Basfia";0,0123568310035763;0,0199599858267586;0,0137365084594091;0,0235056629728658;0,017460894212245;0,0152386220582629
"111";"Eukaryota";"unclassified (derived from Fungi)";"unclassified (derived from Fungi)";"Entomophthorales";"Basidiobolaceae";"Basidiobolus";0,00266494271024371;0,00578881398586855;0,00296249160262115;0,00153661325869972;0;0,00257579725374815
"112";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"unclassified (derived from Chytridiales)";"Batrachochytrium";0;0,00172589087753381;0;0;0;0
"113";"Eukaryota";"Chordata";"Amphibia";"Caudata";"Hynobiidae";"Batrachuperus";0;0;0;0,00153661325869972;0;0
"114";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio";0,00532988542048742;0,00480467686103309;0,00863707301188355;0,0072073550453588;0,00596801077837852;0,003642727410174
"115";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Thiotrichales";"Thiotrichaceae";"Beggiatoa";0,0134573010312792;0,00892637702771291;0,00982547309047302;0,00995839208336839;0,00791746099867137;0,0101735839939373
"116";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Beijerinckia";0,00376879812377397;0,00510525406420691;0,00725659279370181;0,00574948035002858;0,00506402506990303;0,00431013319733465
"117";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Oceanospirillaceae";"Bermanella";0,00326387491692339;0,00192960466195618;0,0127421581833148;0,00595127756050552;0,00168800835663434;0,00199520397339468
"118";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Caryophyllales";"Amaranthaceae";"Beta";0,00863540134060088;0,00258883631630071;0,00592498320524231;0,00485919778030466;0,0011936021556757;0,00162907722253017
"119";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Baculoviridae";"Betabaculovirus";0;0,00122038914309216;0;0;0;0
"120";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Papillomaviridae";"Betapapillomavirus";0;0,00572413246987687;0;0,00460983977609916;0,00506402506990303;0,00527881352845024
"121";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Retroviridae";"Betaretrovirus";0,00188439906188698;0,00404757288586004;0,00209479790142162;0,00307322651739944;0,00168800835663434;0,00115193155112763
"122";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Beutenbergiaceae";"Beutenbergia";0,0190314976313725;0,023171330402851;0,0233266822057328;0,0231003625369703;0,0261777389589362;0,028543738845301
"123";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Bibersteinia";0,00188439906188698;0;0;0,00153661325869972;0;0
"124";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";0,0263815868664178;0,0373965149617181;0,0335821650535624;0,0775495083250021;0,0401944529038797;0,037803718910532
"125";"Eukaryota";"Chordata";"Mammalia";"unclassified (derived from Mammalia)";"Bovidae";"Bison";0;0,0014946653441041;0;0;0;0,00115193155112763
"126";"Eukaryota";"Blastocladiomycota";"Blastocladiomycetes";"Blastocladiales";"Blastocladiaceae";"Blastocladiella";0,00266494271024371;0,0014946653441041;0,00209479790142162;0;0;0,00230386310225525
"127";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Blastopirellula";0,00624984464357683;0,00762132775587766;0,0108848891905527;0,0063356187713435;0,00726039846862736;0,00789724483783523
"128";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"Blattabacteriaceae";"Blattabacterium";0,00188439906188698;0,0014946653441041;0,00209479790142162;0,00266149223565189;0,00206737957765406;0
"129";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"unclassified (derived from Clostridiales)";"Blautia";0,00903726042349852;0,0155569701370092;0,00513118597273599;0,0330639755935951;0,0166249542727352;0,00869689249177821
"130";"Eukaryota";"Ascomycota";"Leotiomycetes";"unclassified (derived from Leotiomycetes)";"Erysiphaceae";"Blumeria";0;0;0,00209479790142162;0;0;0
"131";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Terramycetaceae";"Boothiomyces";0;0,0014946653441041;0;0;0;0
"132";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Bordetella";0,0184632646936096;0,0204938186847345;0,0732280944638881;0,0422778132388196;0,0151920752097091;0,0160858486939373
