"";"RSV";"Domain";"Phylum";"Class";"Order";"Family";"Genus";"Species";"ISSCapoA1";"ISSCapoA2";"ISSCapoA3";"ISSCapoA4";"ISSCapoA5";"ISSCapoA6";"ISSCapoA7";"ISSCapoA8";"ISSCapoA9";"ISSCapoC1";"ISSCapoC2";"ISSCapoC3";"ISSCapoC4";"ISSCapoC5";"ISSCapoC6";"ISSCapoC7";"ISSCapoB1";"ISSCapoB2";"ISSCapoB3";"ISSCapoB4";"ISSCapoB5";"ISSCapoB6";"ISSCapoB7";"ISSCapoB8"
"578";"RSV_0578";"Bacteria";"Actinobacteria";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
"579";"RSV_0579";"Bacteria";"Saccharibacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
"580";"RSV_0580";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
"581";"RSV_0581";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnoclostridium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
"582";"RSV_0582";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;50;165;0;0;0;0;0;0;0
"583";"RSV_0583";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Aeromodales";"Aeromodaceae";"Aeromos";NA;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;39;0;0;0;0;0;0;0;0
"584";"RSV_0584";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Aerococcus";NA;19;0;0;0;0;0;0;0;0;0;0;0;379;0;0;0;0;0;0;0;0;0;0;0
"585";"RSV_0585";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Bergeyella";NA;0;0;0;0;0;0;0;0;0;0;0;104;0;0;35;34;0;0;0;93;0;74;0;0
"586";"RSV_0586";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Peptoniphilus";NA;0;0;0;0;0;0;0;0;0;0;0;0;101;51;0;0;0;367;0;0;0;0;0;0
"587";"RSV_0587";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Haemophilus";NA;131;0;0;71;0;0;0;0;33;0;631;814;255;65;481;426;308;0;0;487;0;823;0;0
"588";"RSV_0588";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomodales";"Xanthomodaceae";"Xanthomos";NA;0;0;0;0;0;0;0;0;0;0;28;0;0;0;16;0;0;0;0;0;0;0;0;0
"589";"RSV_0589";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomodales";"Erythrobacteraceae";"Altererythrobacter";NA;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"590";"RSV_0590";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylobacteriaceae";"Microvirga";NA;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"591";"RSV_0591";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";"Aquabacterium";NA;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"592";"RSV_0592";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Bradyrhizobiaceae";"Bosea";NA;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"593";"RSV_0593";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Christensenellaceae";"Christensenellaceae_R-7_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;72;402;0;0;0
"594";"RSV_0594";"Bacteria";"Parcubacteria";NA;NA;NA;NA;NA;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"595";"RSV_0595";"Bacteria";"Parcubacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0
"596";"RSV_0596";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Carnobacteriaceae";"Alloiococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
"597";"RSV_0597";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
"598";"RSV_0598";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomodales";"Xanthomodaceae";"Metallibacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
"599";"RSV_0599";"Bacteria";"Nitrospirae";"Nitrospira";"Nitrospirales";"0319-6A21";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0
"600";"RSV_0600";"Bacteria";"Saccharibacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
"601";"RSV_0601";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
"602";"RSV_0602";"Bacteria";"Firmicutes";"Negativicutes";"Selenomodales";"Veillonellaceae";"Dialister";NA;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
"603";"RSV_0603";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";NA;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
"604";"RSV_0604";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"GR-WP33-30";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;0;0;220
"605";"RSV_0605";"Bacteria";"Actinobacteria";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Catenuloplanes";NA;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
"606";"RSV_0606";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcus_2";NA;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
"607";"RSV_0607";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiales_vadinBB60_group";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
"608";"RSV_0608";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_3";"Unknown_Family";"Bryobacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0
"609";"RSV_0609";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_UCG-014";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0
"610";"RSV_0610";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;560;40;0;0;0;0;0;0;0;0;0
"611";"RSV_0611";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Igvigranum";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593;0;0;0;0;0;0
"612";"RSV_0612";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Domibacillus";NA;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"613";"RSV_0613";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Chungangia";NA;0;82;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"614";"RSV_0614";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Pseudoclavibacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"615";"RSV_0615";"Bacteria";"Firmicutes";"Negativicutes";"Selenomodales";"Veillonellaceae";"Selenomos_3";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0
"616";"RSV_0616";"Bacteria";"Bacteroidetes";"Cytophagia";"Cytophagales";"Cytophagaceae";"Hymenobacter";NA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"617";"RSV_0617";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Chryseobacterium";NA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"618";"RSV_0618";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Gracilibacillus";NA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"619";"RSV_0619";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";NA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"620";"RSV_0620";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Chryseobacterium";NA;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"621";"RSV_0621";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Alicyclobacillaceae";"Alicyclobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
"622";"RSV_0622";"Bacteria";"Deferribacteres";"Deferribacteres_Incertae_Sedis";"Unknown_Order";"Unknown_Family";"Caldithrix";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0
"623";"RSV_0623";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";NA;NA;144;49;92;0;0;323;0;84;5;0;1458;1008;234;247;1736;222;0;0;0;0;0;0;0;0
"624";"RSV_0624";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomodales";"Xanthomodaceae";"Luteibacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;0;0;0;0;11;286
"625";"RSV_0625";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Paenibacillaceae";"Cohnella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0
"626";"RSV_0626";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminiclostridium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0
"627";"RSV_0627";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Johnsonella";NA;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"628";"RSV_0628";"Bacteria";"Parcubacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"629";"RSV_0629";"Bacteria";"Bacteroidetes";"Cytophagia";"Cytophagales";"Flammeovirgaceae";"Cesiribacter";NA;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"630";"RSV_0630";"Bacteria";"Actinobacteria";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";"Scardovia";NA;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"631";"RSV_0631";"Bacteria";"Tenericutes";"Mollicutes";"Mollicutes_RF9";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"632";"RSV_0632";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"[Eubacterium]_ventriosum_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
"633";"RSV_0633";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Amaricoccus";NA;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
"634";"RSV_0634";"Bacteria";"Deinococcus-Thermus";"Deinococci";"Deinococcales";"Deinococcaceae";"Deinococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
"635";"RSV_0635";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Fastidiosipila";NA;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
"636";"RSV_0636";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Nesterenkonia";NA;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
"637";"RSV_0637";"Bacteria";"Chloroflexi";"Thermomicrobia";"JG30-KF-CM45";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
"638";"RSV_0638";"Bacteria";NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
"639";"RSV_0639";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"KCM-B-15";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
"640";"RSV_0640";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Coprococcus_1";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
"641";"RSV_0641";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Acidimicrobiales";"Acidimicrobiaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0
"642";"RSV_0642";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XIII";"Family_XIII_UCG-001";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
"643";"RSV_0643";"Bacteria";"Saccharibacteria";"Unknown_Class";"Unknown_Order";"Unknown_Family";"Candidatus_Saccharimos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
"644";"RSV_0644";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptococcaceae";"Peptococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
"645";"RSV_0645";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"[Eubacterium]_hallii_group";NA;0;0;0;0;0;0;0;0;0;0;13;0;0;124;0;0;0;0;0;0;0;0;0;0
"646";"RSV_0646";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
"647";"RSV_0647";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;0;0;0
"648";"RSV_0648";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";NA;107;0;0;0;0;0;0;0;0;0;195;838;269;179;231;772;0;0;0;105;191;185;0;0
"649";"RSV_0649";"Bacteria";NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
"650";"RSV_0650";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Chryseobacterium";NA;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"651";"RSV_0651";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Sh765B-TzT-29";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
"652";"RSV_0652";"Bacteria";"Spirochaetae";"Spirochaetes";"Spirochaetales";"Spirochaetaceae";"Treponema_2";NA;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
"653";"RSV_0653";"Bacteria";"Saccharibacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
"654";"RSV_0654";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae_1";"Clostridium_sensu_stricto_10";NA;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
"655";"RSV_0655";"Bacteria";"Actinobacteria";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"656";"RSV_0656";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Phycicoccus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"657";"RSV_0657";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Pedomicrobium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"658";"RSV_0658";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Oligoflexales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"659";"RSV_0659";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"660";"RSV_0660";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"661";"RSV_0661";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Jeotgalicoccus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;0;0;0
"662";"RSV_0662";"Bacteria";"Firmicutes";"Negativicutes";"Selenomodales";"Acidaminococcaceae";"Phascolarctobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"663";"RSV_0663";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";"Xenophilus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
"664";"RSV_0664";"Bacteria";"Bacteroidetes";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
"665";"RSV_0665";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella_2";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
"666";"RSV_0666";"Bacteria";"Proteobacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
"667";"RSV_0667";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
"668";"RSV_0668";"Bacteria";"Spirochaetae";"Spirochaetes";"Spirochaetales";"Spirochaetaceae";"Treponema_2";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"669";"RSV_0669";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Sporolactobacillaceae";"Sporolactobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;0;0;0
"670";"RSV_0670";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminiclostridium_6";NA;0;0;0;0;0;0;0;0;0;0;26;16;0;157;0;0;0;0;0;0;0;66;0;0
"671";"RSV_0671";"Bacteria";"Firmicutes";"Negativicutes";"Selenomodales";"Veillonellaceae";"Veillonella";NA;0;0;0;0;0;0;0;0;0;0;0;0;22;0;56;63;0;0;0;0;0;81;0;0
"672";"RSV_0672";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium";NA;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"673";"RSV_0673";"Bacteria";"Firmicutes";"Clostridia";"Thermoaerobacterales";"Family_III";"Thermoaerobacterium";NA;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"674";"RSV_0674";"Bacteria";"Actinobacteria";"Thermoleophilia";"Gaiellales";NA;NA;NA;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"675";"RSV_0675";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Aerococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;0;0
"676";"RSV_0676";"Bacteria";"Parcubacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
"677";"RSV_0677";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"bacteriap25";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
"678";"RSV_0678";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XVII";"Sulfobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
"679";"RSV_0679";"Archaea";"Thaumarchaeota";"Soil_Crerchaeotic_Group(SCG)";"Unknown_Order";"Unknown_Family";"Candidatus_Nitrososphaera";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
"680";"RSV_0680";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"Unknown_Family";"Blastocatella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
"681";"RSV_0681";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylobacteriaceae";"Microvirga";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
"682";"RSV_0682";"Bacteria";"Cyanobacteria";"Melaibacteria";"Gastraerophilales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
"683";"RSV_0683";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiales_vadinBB60_group";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"684";"RSV_0684";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_UCG-005";NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"685";"RSV_0685";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptococcaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"686";"RSV_0686";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_UCG-010";NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"687";"RSV_0687";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"688";"RSV_0688";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Leptotrichiaceae";"Streptobacillus";NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"689";"RSV_0689";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"690";"RSV_0690";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"691";"RSV_0691";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Rubellimicrobium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"692";"RSV_0692";"Bacteria";"Planctomycetes";"Phycisphaerae";"WD2101_soil_group";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"693";"RSV_0693";"Bacteria";"Chloroflexi";"Ktedonobacteria";"C0119";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"694";"RSV_0694";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylobacteriaceae";"Methylobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"695";"RSV_0695";"Bacteria";"Actinobacteria";"Actinobacteria";"Frankiales";"Geodermatophilaceae";"Blastococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"696";"RSV_0696";"Bacteria";"Actinobacteria";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";NA;0;0;0;0;0;0;0;0;0;0;57;0;0;115;0;0;0;0;0;0;0;0;0;0
"697";"RSV_0697";"Bacteria";"Actinobacteria";"Thermoleophilia";"Gaiellales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
"698";"RSV_0698";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"[Eubacterium]_coprostanoligenes_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
"699";"RSV_0699";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Aerococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
